ID_Pedido,Fecha_Pedido,Cliente_ID,Pais,Region,Producto_ID,Categoria_Producto,Unidades_Vendidas,Precio_Unitario_USD,Costo_Produccion_Unitario_USD,Metodo_Produccion,Calidad_Algodon,Sostenibilidad_Certificada,Plazo_Entrega_Dias,Estado_Pedido,Satisfaccion_Cliente,Emision_CO2_Kg,Materia_Prima_Kg,Agua_Utilizada_L,Energia_Consumida_kWh,Fecha_Produccion,Turno_Produccion,Defectos_Unidad,Rechazos_Calidad,Ventas_Totales_USD,Costos_Totales_USD,Beneficio_USD,Margen_Beneficio
1018,2/18/2024,CL20345,Estados Unidos,Norte América,PRD008,Tela Estampada,550,24.3,14.8,Convencional,Media,FALSE,17,Entregado,3.7,1400,6600,360000,6800,2/22/2024,Nocturno,7,4,13365,8140,5225,39.1
1019,2/20/2024,CL30567,España,Europa,PRD009,Hilado,2400,8.5,4.6,Orgánico,Alta,TRUE,5,Entregado,4.5,4000,28800,1440000,30700,2/24/2024,Diurno,20,9,20400,11040,9360,45.9
1020,2/23/2024,CL40981,Brasil,Latino América,PRD001,Tela Cruda,1650,12.5,7.2,Convencional,Baja,FALSE,10,Entregado,3.9,3500,19800,1040000,20300,2/27/2024,Nocturno,18,10,20625,11880,8745,42.4
1021,2/25/2024,CL50234,India,Asia,PRD003,Tela Teñida,900,18.75,10.5,Orgánico,Media,TRUE,14,Entregado,4.4,2000,10800,580000,11000,3/1/2024,Diurno,9,4,16875,9450,7425,44
1022,2/28/2024,CL60115,Francia,Europa,PRD010,Tela Cruda,1400,12.8,7.4,Convencional,Alta,FALSE,12,Entregado,4.1,3000,16800,890000,17400,3/3/2024,Nocturno,15,8,17920,10360,7560,42.2
1023,3/2/2024,CL71002,Egipto,África,PRD005,Hilado,2900,8.9,4.75,Convencional,Media,FALSE,6,Entregado,3.6,4700,34800,1740000,37200,3/5/2024,Diurno,30,16,25810,13775,12035,46.6
1024,3/5/2024,CL80912,Canadá,Norte América,PRD002,Tela Cruda,1150,13.25,7.8,Orgánico,Alta,TRUE,11,Entregado,4.8,2500,13800,730000,14200,3/9/2024,Nocturno,10,5,15237.5,8970,6267.5,41.1
1025,3/8/2024,CL91034,Australia,Oceanía,PRD007,Tela Teñida,780,19.5,11.25,Convencional,Baja,FALSE,15,Entregado,3.8,1800,9360,510000,9600,3/12/2024,Diurno,10,5,15210,8775,6435,42.3
1026,3/10/2024,CL20345,Estados Unidos,Norte América,PRD001,Tela Cruda,1900,12.5,7.2,Convencional,Alta,FALSE,9,Entregado,4.2,4000,22800,1200000,23500,3/14/2024,Nocturno,19,10,23750,13680,10070,42.4
1027,3/12/2024,CL11022,Mexico,Latino América,PRD004,Tela Estampada,820,22.4,13.2,Orgánico,Media,TRUE,18,Entregado,4.7,1900,9840,530000,10000,3/16/2024,Diurno,8,3,18368,10824,7544,41.1
1028,3/15/2024,CL30567,España,Europa,PRD006,Hilado,3400,9.1,5.1,Convencional,Media,FALSE,7,Entregado,3.9,5400,40800,2040000,43500,3/18/2024,Nocturno,34,17,30940,17340,13600,44
1029,3/18/2024,CL40981,Brasil,Latino América,PRD003,Tela Teñida,950,18.75,10.5,Orgánico,Alta,TRUE,13,Entregado,4.8,2100,11400,610000,11500,3/22/2024,Diurno,10,4,17812.5,9975,7837.5,44
1030,3/20/2024,CL50234,India,Asia,PRD009,Hilado,2100,8.5,4.6,Convencional,Baja,FALSE,5,Entregado,3.7,3600,25200,1260000,26900,3/24/2024,Nocturno,21,11,17850,9660,8190,45.9
1031,3/23/2024,CL60115,Francia,Europa,PRD008,Tela Estampada,580,24.3,14.8,Orgánico,Alta,TRUE,16,Entregado,4.9,1400,6960,380000,7200,3/27/2024,Diurno,6,2,14094,8584,5510,39.1
1032,3/25/2024,CL71002,Egipto,África,PRD002,Tela Cruda,1250,13.25,7.8,Convencional,Media,FALSE,10,Entregado,4,2700,15000,790000,15400,3/29/2024,Nocturno,13,7,16562.5,9750,6812.5,41.1
1033,3/28/2024,CL80912,Canadá,Norte América,PRD005,Hilado,2600,8.9,4.75,Convencional,Alta,FALSE,6,Entregado,4.1,4200,31200,1560000,33300,4/1/2024,Diurno,26,13,23140,12350,10790,46.6
1034,3/30/2024,CL91034,Australia,Oceanía,PRD001,Tela Cruda,1750,12.5,7.2,Orgánico,Alta,TRUE,11,Entregado,4.6,3700,21000,1100000,21500,4/3/2024,Nocturno,18,9,21875,12600,9275,42.4
1035,4/2/2024,CL20345,Estados Unidos,Norte América,PRD007,Tela Teñida,920,19.5,11.25,Convencional,Media,FALSE,14,Entregado,3.8,2100,11040,600000,11300,4/6/2024,Diurno,11,5,17940,10350,7590,42.3
1036,4/5/2024,CL11022,Mexico,Latino América,PRD010,Tela Cruda,1450,12.8,7.4,Orgánico,Media,TRUE,12,Entregado,4.5,3100,17400,920000,17900,4/9/2024,Nocturno,15,7,18560,10730,7830,42.2
1037,4/8/2024,CL30567,España,Europa,PRD003,Tela Teñida,1050,18.75,10.5,Convencional,Baja,FALSE,13,Entregado,3.6,2300,12600,680000,12800,4/12/2024,Diurno,11,5,19687.5,11025,8662.5,44
1038,4/10/2024,CL40981,Brasil,Latino América,PRD006,Hilado,3600,9.1,5.1,Orgánico,Alta,TRUE,8,Entregado,4.9,5700,43200,2160000,46000,4/14/2024,Nocturno,29,14,32760,18360,14400,44
1039,4/12/2024,CL50234,India,Asia,PRD004,Tela Estampada,780,22.4,13.2,Convencional,Media,FALSE,19,Pendiente,0,1800,9360,500000,9500,4/16/2024,Diurno,10,5,17472,10296,7176,41.1
1040,4/15/2024,CL60115,Francia,Europa,PRD009,Hilado,2300,8.5,4.6,Convencional,Alta,FALSE,5,Entregado,4.1,3900,27600,1380000,29500,4/19/2024,Nocturno,23,11,19550,10580,8970,45.9
1041,4/18/2024,CL71002,Egipto,África,PRD001,Tela Cruda,2000,12.5,7.2,Orgánico,Alta,TRUE,10,Entregado,4.7,4200,24000,1260000,24700,4/22/2024,Diurno,20,10,25000,14400,10600,42.4
1042,4/20/2024,CL80912,Canadá,Norte América,PRD008,Tela Estampada,620,24.3,14.8,Convencional,Media,FALSE,17,Entregado,3.9,1500,7440,410000,7800,4/24/2024,Nocturno,8,4,15066,9176,5890,39.1
1043,4/23/2024,CL91034,Australia,Oceanía,PRD005,Hilado,2800,8.9,4.75,Convencional,Baja,FALSE,7,Entregado,3.8,4500,33600,1680000,35900,4/27/2024,Diurno,28,15,24920,13300,11620,46.6
1044,4/25/2024,CL20345,Estados Unidos,Norte América,PRD002,Tela Cruda,1100,13.25,7.8,Orgánico,Alta,TRUE,11,Entregado,4.6,2400,13200,700000,13600,4/29/2024,Nocturno,11,5,14575,8580,5995,41.1
1045,4/28/2024,CL11022,Mexico,Latino América,PRD007,Tela Teñida,890,19.5,11.25,Convencional,Media,FALSE,15,Entregado,4,2000,10680,580000,11000,5/2/2024,Diurno,9,4,17355,10012.5,7342.5,42.3
1046,5/1/2024,CL30567,España,Europa,PRD010,Tela Cruda,1300,12.8,7.4,Convencional,Alta,FALSE,11,Entregado,4.2,2800,15600,830000,16200,5/5/2024,Nocturno,13,6,16640,9620,7020,42.2
1047,5/3/2024,CL40981,Brasil,Latino América,PRD003,Tela Teñida,980,18.75,10.5,Orgánico,Media,TRUE,14,Entregado,4.7,2200,11760,630000,11900,5/7/2024,Diurno,10,4,18375,10290,8085,44
1048,5/6/2024,CL50234,India,Asia,PRD006,Hilado,3300,9.1,5.1,Convencional,Media,FALSE,8,Entregado,3.9,5200,39600,1980000,42300,5/10/2024,Nocturno,33,16,30030,16830,13200,44
1049,5/8/2024,CL60115,Francia,Europa,PRD004,Tela Estampada,710,22.4,13.2,Convencional,Alta,FALSE,18,Pendiente,0,1600,8520,460000,8700,5/12/2024,Diurno,9,4,15904,9372,6532,41.1
1050,5/11/2024,CL71002,Egipto,África,PRD009,Hilado,2550,8.5,4.6,Orgánico,Alta,TRUE,5,Entregado,4.8,4300,30600,1530000,32600,5/15/2024,Nocturno,21,10,21675,11730,9945,45.9
1051,5/14/2024,CL80912,Canadá,Norte América,PRD001,Tela Cruda,1850,12.5,7.2,Convencional,Media,FALSE,9,Entregado,4,3900,22200,1170000,22900,5/18/2024,Diurno,19,10,23125,13320,9805,42.4
1052,5/16/2024,CL91034,Australia,Oceanía,PRD008,Tela Estampada,590,24.3,14.8,Convencional,Baja,FALSE,16,Entregado,3.7,1400,7080,390000,7400,5/20/2024,Nocturno,7,3,14337,8732,5605,39.1
1053,5/19/2024,CL20345,Estados Unidos,Norte América,PRD005,Hilado,2950,8.9,4.75,Orgánico,Alta,TRUE,7,Entregado,4.8,4700,35400,1770000,37800,5/23/2024,Diurno,24,11,26255,14012.5,12242.5,46.6
1054,5/21/2024,CL11022,Mexico,Latino América,PRD002,Tela Cruda,1200,13.25,7.8,Convencional,Alta,FALSE,12,Entregado,4.3,2600,14400,760000,14800,5/25/2024,Nocturno,12,6,15900,9360,6540,41.1
1055,5/24/2024,CL30567,España,Europa,PRD007,Tela Teñida,870,19.5,11.25,Convencional,Media,FALSE,14,Entregado,3.9,2000,10440,570000,10800,5/28/2024,Diurno,9,4,16965,9787.5,7177.5,42.3
1056,5/27/2024,CL40981,Brasil,Latino América,PRD010,Tela Cruda,1400,12.8,7.4,Orgánico,Media,TRUE,12,Entregado,4.6,3000,16800,890000,17400,5/31/2024,Nocturno,14,6,17920,10360,7560,42.2
1057,5/30/2024,CL50234,India,Asia,PRD003,Tela Teñida,1020,18.75,10.5,Convencional,Baja,FALSE,13,Entregado,3.7,2200,12240,660000,12500,6/3/2024,Diurno,10,5,19125,10710,8415,44
1058,6/2/2024,CL60115,Francia,Europa,PRD006,Hilado,3500,9.1,5.1,Convencional,Alta,FALSE,8,Entregado,4.1,5500,42000,2100000,44800,6/6/2024,Nocturno,28,14,31850,17850,14000,44
1059,6/4/2024,CL71002,Egipto,África,PRD004,Tela Estampada,800,22.4,13.2,Convencional,Media,FALSE,19,Cancelado,0,1800,9600,520000,9800,6/8/2024,Diurno,10,5,17920,10560,7360,41.1
1060,6/7/2024,CL80912,Canadá,Norte América,PRD009,Hilado,2450,8.5,4.6,Convencional,Alta,FALSE,5,Entregado,4.2,4100,29400,1470000,31400,6/11/2024,Nocturno,25,12,20825,11270,9555,45.9
1061,6/9/2024,CL91034,Australia,Oceanía,PRD001,Tela Cruda,1700,12.5,7.2,Orgánico,Alta,TRUE,10,Entregado,4.7,3600,20400,1070000,20900,6/13/2024,Diurno,17,8,21250,12240,9010,42.4
1062,6/12/2024,CL20345,Estados Unidos,Norte América,PRD008,Tela Estampada,610,24.3,14.8,Convencional,Media,FALSE,17,Entregado,3.8,1500,7320,400000,7600,6/16/2024,Nocturno,8,4,14823,9028,5795,39.1
1063,6/14/2024,CL11022,Mexico,Latino América,PRD005,Hilado,2650,8.9,4.75,Convencional,Baja,FALSE,7,Entregado,3.9,4200,31800,1590000,34000,6/18/2024,Diurno,27,13,23585,12587.5,10997.5,46.6
1064,6/17/2024,CL30567,España,Europa,PRD002,Tela Cruda,1150,13.25,7.8,Convencional,Media,FALSE,11,Entregado,4,2500,13800,730000,14200,6/21/2024,Nocturno,12,6,15237.5,8970,6267.5,41.1
1065,6/19/2024,CL40981,Brasil,Latino América,PRD007,Tela Teñida,930,19.5,11.25,Orgánico,Alta,TRUE,16,Entregado,4.9,2100,11160,610000,11500,6/23/2024,Diurno,9,4,18135,10462.5,7672.5,42.3
1066,6/22/2024,CL50234,India,Asia,PRD010,Tela Cruda,1500,12.8,7.4,Convencional,Alta,FALSE,12,Entregado,4.3,3200,18000,950000,18500,6/26/2024,Nocturno,15,7,19200,11100,8100,42.2
1067,6/24/2024,CL60115,Francia,Europa,PRD003,Tela Teñida,1070,18.75,10.5,Convencional,Baja,FALSE,13,Entregado,3.7,2300,12840,690000,13100,6/28/2024,Diurno,11,5,20062.5,11235,8827.5,44
1068,6/27/2024,CL71002,Egipto,África,PRD006,Hilado,3700,9.1,5.1,Convencional,Media,FALSE,8,Entregado,3.9,5800,44400,2220000,47400,7/1/2024,Nocturno,30,15,33670,18870,14800,44
1069,6/29/2024,CL80912,Canadá,Norte América,PRD004,Tela Estampada,760,22.4,13.2,Convencional,Alta,FALSE,18,Pendiente,0,1700,9120,490000,9300,7/3/2024,Diurno,10,5,17024,10032,6992,41.1
1070,7/2/2024,CL91034,Australia,Oceanía,PRD009,Hilado,2250,8.5,4.6,Convencional,Alta,FALSE,5,Entregado,4.2,3800,27000,1350000,28800,7/6/2024,Nocturno,23,11,19125,10350,8775,45.9
1071,7/4/2024,CL20345,Estados Unidos,Norte América,PRD001,Tela Cruda,1950,12.5,7.2,Orgánico,Alta,TRUE,10,Entregado,4.7,4100,23400,1230000,24100,7/8/2024,Diurno,20,9,24375,14040,10335,42.4
1072,7/7/2024,CL11022,Mexico,Latino América,PRD008,Tela Estampada,630,24.3,14.8,Convencional,Media,FALSE,16,Entregado,4,1500,7560,410000,7800,7/11/2024,Nocturno,8,4,15309,9324,5985,39.1
1073,7/9/2024,CL30567,España,Europa,PRD005,Hilado,3100,8.9,4.75,Convencional,Baja,FALSE,6,Entregado,3.8,4900,37200,1860000,39700,7/13/2024,Diurno,31,16,27590,14725,12865,46.6
1074,7/12/2024,CL40981,Brasil,Latino América,PRD002,Tela Cruda,1250,13.25,7.8,Convencional,Alta,FALSE,11,Entregado,4.3,2700,15000,790000,15400,7/16/2024,Nocturno,13,6,16562.5,9750,6812.5,41.1
1075,7/14/2024,CL50234,India,Asia,PRD007,Tela Teñida,880,19.5,11.25,Convencional,Media,FALSE,15,Entregado,3.9,2000,10560,580000,11000,7/18/2024,Diurno,9,4,17160,9900,7260,42.3
1076,7/17/2024,CL60115,Francia,Europa,PRD010,Tela Cruda,1550,12.8,7.4,Convencional,Alta,FALSE,11,Entregado,4.2,3300,18600,980000,19100,7/21/2024,Nocturno,16,8,19840,11470,8370,42.2
1077,7/19/2024,CL71002,Egipto,África,PRD003,Tela Teñida,1010,18.75,10.5,Convencional,Baja,FALSE,14,Entregado,3.6,2200,12120,650000,12300,7/23/2024,Diurno,10,5,18937.5,10605,8332.5,44
1078,7/22/2024,CL80912,Canadá,Norte América,PRD006,Hilado,3400,9.1,5.1,Convencional,Media,FALSE,8,Entregado,3.9,5400,40800,2040000,43500,7/26/2024,Nocturno,27,13,30940,17340,13600,44
1079,7/24/2024,CL91034,Australia,Oceanía,PRD004,Tela Estampada,740,22.4,13.2,Convencional,Alta,FALSE,18,Cancelado,0,1700,8880,480000,9100,7/28/2024,Diurno,9,4,16576,9768,6808,41.1
1080,7/27/2024,CL20345,Estados Unidos,Norte América,PRD009,Hilado,2350,8.5,4.6,Convencional,Alta,FALSE,5,Entregado,4.1,4000,28200,1410000,30100,7/31/2024,Nocturno,24,12,19975,10810,9165,45.9
1081,7/29/2024,CL11022,Mexico,Latino América,PRD001,Tela Cruda,1800,12.5,7.2,Convencional,Media,FALSE,9,Entregado,4,3800,21600,1140000,22200,8/2/2024,Diurno,18,9,22500,12960,9540,42.4
1082,8/1/2024,CL30567,España,Europa,PRD008,Tela Estampada,640,24.3,14.8,Convencional,Baja,FALSE,17,Entregado,3.7,1500,7680,420000,8000,8/5/2024,Nocturno,8,4,15552,9472,6080,39.1
1083,8/3/2024,CL40981,Brasil,Latino América,PRD005,Hilado,2750,8.9,4.75,Convencional,Media,FALSE,7,Entregado,4,4400,33000,1650000,35200,8/7/2024,Diurno,28,14,24475,13062.5,11412.5,46.6
1084,8/6/2024,CL50234,India,Asia,PRD002,Tela Cruda,1300,13.25,7.8,Convencional,Alta,FALSE,12,Entregado,4.3,2800,15600,820000,16000,8/10/2024,Nocturno,13,6,17225,10140,7085,41.1
1085,8/8/2024,CL60115,Francia,Europa,PRD007,Tela Teñida,910,19.5,11.25,Convencional,Media,FALSE,14,Entregado,3.8,2100,10920,600000,11300,8/12/2024,Diurno,9,4,17745,10237.5,7507.5,42.3
1086,8/11/2024,CL71002,Egipto,África,PRD010,Tela Cruda,1650,12.8,7.4,Convencional,Alta,FALSE,12,Entregado,4.2,3500,19800,1040000,20300,8/15/2024,Nocturno,17,8,21120,12210,8910,42.2
1087,8/13/2024,CL80912,Canadá,Norte América,PRD003,Tela Teñida,990,18.75,10.5,Convencional,Baja,FALSE,13,Entregado,3.6,2100,11880,640000,12100,8/17/2024,Diurno,10,5,18562.5,10395,8167.5,44
1088,8/16/2024,CL91034,Australia,Oceanía,PRD006,Hilado,3600,9.1,5.1,Convencional,Alta,FALSE,8,Entregado,4.1,5700,43200,2160000,46000,8/20/2024,Nocturno,29,14,32760,18360,14400,44
1089,8/18/2024,CL20345,Estados Unidos,Norte América,PRD004,Tela Estampada,770,22.4,13.2,Convencional,Media,FALSE,19,Pendiente,0,1700,9240,500000,9500,8/22/2024,Diurno,10,5,17248,10164,7084,41.1
1090,8/21/2024,CL11022,Mexico,Latino América,PRD009,Hilado,2250,8.5,4.6,Convencional,Alta,FALSE,5,Entregado,4.2,3800,27000,1350000,28800,8/25/2024,Nocturno,23,11,19125,10350,8775,45.9
1091,8/23/2024,CL30567,España,Europa,PRD001,Tela Cruda,1600,12.5,7.2,Convencional,Media,FALSE,10,Entregado,3.9,3400,19200,1010000,19700,8/27/2024,Diurno,16,8,20000,11520,8480,42.4
1092,8/26/2024,CL40981,Brasil,Latino América,PRD008,Tela Estampada,650,24.3,14.8,Convencional,Baja,FALSE,16,Entregado,3.8,1600,7800,430000,8200,8/30/2024,Nocturno,8,4,15795,9620,6175,39.1
1093,8/28/2024,CL50234,India,Asia,PRD005,Hilado,2850,8.9,4.75,Convencional,Media,FALSE,7,Entregado,3.9,4500,34200,1710000,36500,9/1/2024,Diurno,29,15,25365,13537.5,11827.5,46.6
1094,8/31/2024,CL60115,Francia,Europa,PRD002,Tela Cruda,1200,13.25,7.8,Convencional,Alta,FALSE,11,Entregado,4.3,2600,14400,760000,14800,9/4/2024,Nocturno,12,6,15900,9360,6540,41.1
1095,9/2/2024,CL71002,Egipto,África,PRD007,Tela Teñida,940,19.5,11.25,Convencional,Media,FALSE,15,Entregado,3.9,2100,11280,610000,11600,9/6/2024,Diurno,9,4,18330,10575,7755,42.3
1096,9/5/2024,CL80912,Canadá,Norte América,PRD010,Tela Cruda,1700,12.8,7.4,Convencional,Alta,FALSE,11,Entregado,4.2,3600,20400,1070000,20900,9/9/2024,Nocturno,17,8,21760,12580,9180,42.2
1097,9/7/2024,CL91034,Australia,Oceanía,PRD003,Tela Teñida,1030,18.75,10.5,Convencional,Baja,FALSE,14,Entregado,3.7,2200,12360,670000,12700,9/11/2024,Diurno,10,5,19312.5,10815,8497.5,44
1098,9/10/2024,CL20345,Estados Unidos,Norte América,PRD006,Hilado,3800,9.1,5.1,Convencional,Media,FALSE,8,Entregado,4,6000,45600,2280000,48600,9/14/2024,Nocturno,30,15,34580,19380,15200,44
1099,9/12/2024,CL11022,Mexico,Latino América,PRD004,Tela Estampada,790,22.4,13.2,Convencional,Alta,FALSE,18,Pendiente,0,1800,9480,510000,9700,9/16/2024,Diurno,10,5,17696,10428,7268,41.1
1100,9/15/2024,CL30567,España,Europa,PRD009,Hilado,2400,8.5,4.6,Convencional,Alta,FALSE,5,Entregado,4.2,4100,28800,1440000,30700,9/19/2024,Nocturno,24,12,20400,11040,9360,45.9
